seed,epoch,test-loss,total-variance,total-acc,test-acc_feature0-linear,test-acc_feature1-xor_xor_xor,test-loss_feature0-linear,test-loss_feature1-xor_xor_xor,rep-R2_feature0-linear,rep-R2_feature1-xor_xor_xor
0,0,0.69564164,0.00639009,0.49365234,0.48730469,0.50000000,0.69500995,0.69627339,0.00000000,0.00000000
0,500,0.35332417,9.27690887,0.73193359,1.00000000,0.46386719,0.01322755,0.69342077,0.00000000,0.00000000
0,1000,0.34732127,18.49938011,0.74511719,1.00000000,0.49023438,0.00110677,0.69353586,0.00000000,0.00000000
0,1500,0.34703669,22.07234955,0.74121094,1.00000000,0.48242188,0.00048780,0.69358557,0.00000000,0.00000000
0,2000,0.34695113,24.36281776,0.74218750,1.00000000,0.48437500,0.00029816,0.69360411,0.00000000,0.00000000
0,2500,0.34692031,26.05239868,0.74023438,1.00000000,0.48046875,0.00021043,0.69363016,0.00000000,0.00000000
0,3000,0.34690750,27.41502380,0.73974609,1.00000000,0.47949219,0.00016066,0.69365430,0.00000000,0.00000000
0,3500,0.34690395,28.51722908,0.73974609,1.00000000,0.47949219,0.00012948,0.69367838,0.00000000,0.00000000
0,4000,0.34690067,29.50870705,0.74072266,1.00000000,0.48144531,0.00010807,0.69369328,0.00000000,0.00000000
0,4500,0.34690303,30.38603210,0.74023438,1.00000000,0.48046875,0.00009256,0.69371349,0.00000000,0.00000000
0,5000,0.34690943,31.16001511,0.73730469,1.00000000,0.47460938,0.00008099,0.69373792,0.00000000,0.00000000
0,5500,0.34691948,31.85474777,0.73730469,1.00000000,0.47460938,0.00007210,0.69376683,0.00000000,0.00000000
0,6000,0.34692645,32.49578094,0.73779297,1.00000000,0.47558594,0.00006507,0.69378781,0.00000000,0.00000000
0,6500,0.34694663,33.11594772,0.73779297,1.00000000,0.47558594,0.00005913,0.69383413,0.00000000,0.00000000
0,7000,0.34697017,33.71406937,0.73925781,1.00000000,0.47851562,0.00005404,0.69388628,0.00000000,0.00000000
0,7500,0.34697828,34.28873825,0.74218750,1.00000000,0.48437500,0.00004974,0.69390684,0.00000000,0.00000000
0,8000,0.34698549,34.83789062,0.74218750,1.00000000,0.48437500,0.00004625,0.69392473,0.00000000,0.00000000
0,8500,0.34698349,35.38044739,0.74414062,1.00000000,0.48828125,0.00004329,0.69392371,0.00000000,0.00000000
0,9000,0.34697661,35.92449570,0.74609375,1.00000000,0.49218750,0.00004064,0.69391263,0.00000000,0.00000000
0,9500,0.34695086,36.47134781,0.74609375,1.00000000,0.49218750,0.00003855,0.69386315,0.00000000,0.00000000
0,10000,0.34677741,37.17513275,0.75000000,1.00000000,0.50000000,0.00003742,0.69351739,0.00000000,0.00000000
0,10500,0.34524933,38.45350647,0.76953125,1.00000000,0.53906250,0.00004691,0.69045174,0.00000000,0.00000000
0,11000,0.33330864,45.60385132,0.83789062,1.00000000,0.67578125,0.00041186,0.66620541,0.00000000,0.00000000
0,11500,0.25874475,168.66516113,0.92138672,1.00000000,0.84277344,0.00455875,0.51293075,0.00000000,0.00000000
0,12000,0.09169462,1163.94885254,0.98339844,1.00000000,0.96679688,0.00196092,0.18142831,0.00000000,0.00000000
0,12500,0.02717697,2599.50073242,0.99658203,1.00000000,0.99316406,0.00049964,0.05385429,0.00000000,0.00000000
0,13000,0.00778478,3530.36279297,1.00000000,1.00000000,1.00000000,0.00010078,0.01546879,0.00000000,0.00000000
0,13500,0.00340905,4089.39160156,1.00000000,1.00000000,1.00000000,0.00003893,0.00677917,0.00000000,0.00000000
0,14000,0.00198561,4472.15722656,1.00000000,1.00000000,1.00000000,0.00002428,0.00394693,0.00000000,0.00000000
0,14500,0.00133964,4762.43603516,1.00000000,1.00000000,1.00000000,0.00001794,0.00266134,0.00000000,0.00000000
0,15000,0.00098550,4996.49414062,1.00000000,1.00000000,1.00000000,0.00001418,0.00195682,0.00000000,0.00000000
0,15500,0.00076793,5192.52539062,1.00000000,1.00000000,1.00000000,0.00001175,0.00152411,0.00000000,0.00000000
0,16000,0.00062319,5361.22558594,1.00000000,1.00000000,1.00000000,0.00001003,0.00123636,0.00000000,0.00000000
0,16500,0.00052068,5509.44726562,1.00000000,1.00000000,1.00000000,0.00000875,0.00103262,0.00000000,0.00000000
0,17000,0.00044478,5641.72851562,1.00000000,1.00000000,1.00000000,0.00000773,0.00088183,0.00000000,0.00000000
0,17500,0.00038610,5761.05957031,1.00000000,1.00000000,1.00000000,0.00000693,0.00076527,0.00000000,0.00000000
0,18000,0.00034026,5869.80029297,1.00000000,1.00000000,1.00000000,0.00000628,0.00067423,0.00000000,0.00000000
0,18500,0.00030310,5969.68994141,1.00000000,1.00000000,1.00000000,0.00000574,0.00060045,0.00000000,0.00000000
0,19000,0.00027288,6062.03320312,1.00000000,1.00000000,1.00000000,0.00000528,0.00054049,0.00000000,0.00000000
0,19500,0.00024747,6147.91601562,1.00000000,1.00000000,1.00000000,0.00000488,0.00049006,0.00000000,0.00000000
0,20000,0.00022617,6228.13671875,1.00000000,1.00000000,1.00000000,0.00000454,0.00044781,0.00000000,0.00000000
0,20500,0.00020795,6303.38964844,1.00000000,1.00000000,1.00000000,0.00000424,0.00041165,0.00000000,0.00000000
0,21000,0.00019222,6374.30371094,1.00000000,1.00000000,1.00000000,0.00000399,0.00038046,0.00000000,0.00000000
0,21500,0.00017855,6441.37011719,1.00000000,1.00000000,1.00000000,0.00000376,0.00035334,0.00000000,0.00000000
0,22000,0.00016656,6504.93164062,1.00000000,1.00000000,1.00000000,0.00000355,0.00032956,0.00000000,0.00000000
0,22500,0.00015595,6565.31982422,1.00000000,1.00000000,1.00000000,0.00000337,0.00030853,0.00000000,0.00000000
0,23000,0.00014655,6622.83300781,1.00000000,1.00000000,1.00000000,0.00000320,0.00028989,0.00000000,0.00000000
0,23500,0.00013814,6677.75683594,1.00000000,1.00000000,1.00000000,0.00000306,0.00027322,0.00000000,0.00000000
0,24000,0.00013058,6730.24707031,1.00000000,1.00000000,1.00000000,0.00000292,0.00025824,0.00000000,0.00000000
0,24500,0.00012375,6780.56738281,1.00000000,1.00000000,1.00000000,0.00000279,0.00024471,0.00000000,0.00000000
0,25000,0.00011756,6828.82470703,1.00000000,1.00000000,1.00000000,0.00000267,0.00023244,0.00000000,0.00000000
0,25500,0.00011191,6875.21533203,1.00000000,1.00000000,1.00000000,0.00000257,0.00022126,0.00000000,0.00000000
0,26000,0.00010675,6919.80078125,1.00000000,1.00000000,1.00000000,0.00000246,0.00021104,0.00000000,0.00000000
0,26500,0.00010203,6962.72851562,1.00000000,1.00000000,1.00000000,0.00000237,0.00020168,0.00000000,0.00000000
0,27000,0.00009767,7004.10351562,1.00000000,1.00000000,1.00000000,0.00000229,0.00019305,0.00000000,0.00000000
0,27500,0.00009367,7044.02832031,1.00000000,1.00000000,1.00000000,0.00000220,0.00018514,0.00000000,0.00000000
0,28000,0.00008997,7082.60937500,1.00000000,1.00000000,1.00000000,0.00000213,0.00017780,0.00000000,0.00000000
0,28500,0.00008653,7119.92382812,1.00000000,1.00000000,1.00000000,0.00000205,0.00017101,0.00000000,0.00000000
0,29000,0.00008334,7156.02343750,1.00000000,1.00000000,1.00000000,0.00000199,0.00016469,0.00000000,0.00000000
0,29500,0.00008036,7190.96191406,1.00000000,1.00000000,1.00000000,0.00000192,0.00015879,0.00000000,0.00000000
0,30000,0.00007758,7224.77734375,1.00000000,1.00000000,1.00000000,0.00000187,0.00015329,0.00000000,0.00000000
0,30500,0.00007499,7257.57421875,1.00000000,1.00000000,1.00000000,0.00000181,0.00014816,0.00000000,0.00000000
0,31000,0.00007256,7289.42871094,1.00000000,1.00000000,1.00000000,0.00000176,0.00014336,0.00000000,0.00000000
0,31500,0.00007028,7320.36523438,1.00000000,1.00000000,1.00000000,0.00000170,0.00013885,0.00000000,0.00000000
0,32000,0.00006814,7350.42187500,1.00000000,1.00000000,1.00000000,0.00000166,0.00013461,0.00000000,0.00000000
0,32500,0.00006611,7379.69824219,1.00000000,1.00000000,1.00000000,0.00000161,0.00013062,0.00000000,0.00000000
0,33000,0.00006420,7408.18554688,1.00000000,1.00000000,1.00000000,0.00000157,0.00012684,0.00000000,0.00000000
0,33500,0.00006241,7435.89843750,1.00000000,1.00000000,1.00000000,0.00000152,0.00012329,0.00000000,0.00000000
0,34000,0.00006071,7462.87695312,1.00000000,1.00000000,1.00000000,0.00000148,0.00011993,0.00000000,0.00000000
0,34500,0.00005910,7489.16064453,1.00000000,1.00000000,1.00000000,0.00000145,0.00011675,0.00000000,0.00000000
0,35000,0.00005758,7514.74902344,1.00000000,1.00000000,1.00000000,0.00000141,0.00011374,0.00000000,0.00000000
0,35500,0.00005613,7539.72851562,1.00000000,1.00000000,1.00000000,0.00000138,0.00011087,0.00000000,0.00000000
0,36000,0.00005475,7564.07373047,1.00000000,1.00000000,1.00000000,0.00000135,0.00010816,0.00000000,0.00000000
0,36500,0.00005344,7587.84472656,1.00000000,1.00000000,1.00000000,0.00000131,0.00010557,0.00000000,0.00000000
0,37000,0.00005220,7611.02783203,1.00000000,1.00000000,1.00000000,0.00000128,0.00010311,0.00000000,0.00000000
0,37500,0.00005101,7633.68066406,1.00000000,1.00000000,1.00000000,0.00000125,0.00010077,0.00000000,0.00000000
0,38000,0.00004987,7655.84033203,1.00000000,1.00000000,1.00000000,0.00000123,0.00009852,0.00000000,0.00000000
0,38500,0.00004879,7677.49951172,1.00000000,1.00000000,1.00000000,0.00000120,0.00009639,0.00000000,0.00000000
0,39000,0.00004775,7698.68554688,1.00000000,1.00000000,1.00000000,0.00000117,0.00009434,0.00000000,0.00000000
0,39500,0.00004676,7719.43359375,1.00000000,1.00000000,1.00000000,0.00000115,0.00009237,0.00000000,0.00000000
0,40000,0.00004581,7739.69921875,1.00000000,1.00000000,1.00000000,0.00000113,0.00009050,0.00000000,0.00000000
0,40500,0.00004490,7759.56103516,1.00000000,1.00000000,1.00000000,0.00000110,0.00008870,0.00000000,0.00000000
0,41000,0.00004404,7779.00000000,1.00000000,1.00000000,1.00000000,0.00000108,0.00008700,0.00000000,0.00000000
0,41500,0.00004320,7798.06152344,1.00000000,1.00000000,1.00000000,0.00000106,0.00008534,0.00000000,0.00000000
0,42000,0.00004240,7816.73291016,1.00000000,1.00000000,1.00000000,0.00000104,0.00008375,0.00000000,0.00000000
0,42500,0.00004162,7835.00781250,1.00000000,1.00000000,1.00000000,0.00000102,0.00008223,0.00000000,0.00000000
0,43000,0.00004088,7852.94531250,1.00000000,1.00000000,1.00000000,0.00000100,0.00008075,0.00000000,0.00000000
0,43500,0.00004016,7870.54541016,1.00000000,1.00000000,1.00000000,0.00000098,0.00007934,0.00000000,0.00000000
0,44000,0.00003947,7887.79541016,1.00000000,1.00000000,1.00000000,0.00000097,0.00007798,0.00000000,0.00000000
0,44500,0.00003880,7904.70068359,1.00000000,1.00000000,1.00000000,0.00000095,0.00007665,0.00000000,0.00000000
0,45000,0.00003816,7921.32031250,1.00000000,1.00000000,1.00000000,0.00000093,0.00007539,0.00000000,0.00000000
0,45500,0.00003755,7937.71240234,1.00000000,1.00000000,1.00000000,0.00000092,0.00007417,0.00000000,0.00000000
0,46000,0.00003695,7953.75683594,1.00000000,1.00000000,1.00000000,0.00000090,0.00007300,0.00000000,0.00000000
0,46500,0.00003637,7969.51660156,1.00000000,1.00000000,1.00000000,0.00000089,0.00007185,0.00000000,0.00000000
0,47000,0.00003582,7985.00585938,1.00000000,1.00000000,1.00000000,0.00000088,0.00007077,0.00000000,0.00000000
0,47500,0.00003528,8000.21728516,1.00000000,1.00000000,1.00000000,0.00000086,0.00006969,0.00000000,0.00000000
0,48000,0.00003475,8015.15771484,1.00000000,1.00000000,1.00000000,0.00000085,0.00006865,0.00000000,0.00000000
0,48500,0.00003425,8029.86865234,1.00000000,1.00000000,1.00000000,0.00000083,0.00006766,0.00000000,0.00000000
0,49000,0.00003376,8044.32617188,1.00000000,1.00000000,1.00000000,0.00000082,0.00006670,0.00000000,0.00000000
0,49500,0.00003328,8058.55468750,1.00000000,1.00000000,1.00000000,0.00000081,0.00006575,0.00000000,0.00000000
0,50000,0.00003282,8072.51611328,1.00000000,1.00000000,1.00000000,0.00000080,0.00006485,0.00000000,0.00000000
0,50500,0.00003238,8086.28613281,1.00000000,1.00000000,1.00000000,0.00000078,0.00006397,0.00000000,0.00000000
0,51000,0.00003195,8099.81347656,1.00000000,1.00000000,1.00000000,0.00000077,0.00006312,0.00000000,0.00000000
0,51500,0.00003152,8113.13281250,1.00000000,1.00000000,1.00000000,0.00000076,0.00006228,0.00000000,0.00000000
0,52000,0.00003111,8126.27441406,1.00000000,1.00000000,1.00000000,0.00000075,0.00006147,0.00000000,0.00000000
0,52500,0.00003072,8139.20507812,1.00000000,1.00000000,1.00000000,0.00000074,0.00006069,0.00000000,0.00000000
0,53000,0.00003033,8151.93457031,1.00000000,1.00000000,1.00000000,0.00000073,0.00005993,0.00000000,0.00000000
0,53500,0.00002996,8164.47216797,1.00000000,1.00000000,1.00000000,0.00000072,0.00005920,0.00000000,0.00000000
0,54000,0.00002959,8176.81152344,1.00000000,1.00000000,1.00000000,0.00000071,0.00005848,0.00000000,0.00000000
0,54500,0.00002923,8188.96679688,1.00000000,1.00000000,1.00000000,0.00000070,0.00005777,0.00000000,0.00000000
0,55000,0.00002889,8200.93847656,1.00000000,1.00000000,1.00000000,0.00000069,0.00005709,0.00000000,0.00000000
0,55500,0.00002855,8212.75195312,1.00000000,1.00000000,1.00000000,0.00000068,0.00005642,0.00000000,0.00000000
0,56000,0.00002822,8224.38964844,1.00000000,1.00000000,1.00000000,0.00000067,0.00005577,0.00000000,0.00000000
0,56500,0.00002790,8235.85644531,1.00000000,1.00000000,1.00000000,0.00000066,0.00005514,0.00000000,0.00000000
0,57000,0.00002759,8247.16210938,1.00000000,1.00000000,1.00000000,0.00000065,0.00005453,0.00000000,0.00000000
0,57500,0.00002728,8258.30078125,1.00000000,1.00000000,1.00000000,0.00000064,0.00005393,0.00000000,0.00000000
0,58000,0.00002699,8269.29687500,1.00000000,1.00000000,1.00000000,0.00000063,0.00005335,0.00000000,0.00000000
0,58500,0.00002671,8280.14453125,1.00000000,1.00000000,1.00000000,0.00000063,0.00005280,0.00000000,0.00000000
0,59000,0.00002643,8290.81152344,1.00000000,1.00000000,1.00000000,0.00000062,0.00005223,0.00000000,0.00000000
0,59500,0.00002615,8301.34179688,1.00000000,1.00000000,1.00000000,0.00000061,0.00005169,0.00000000,0.00000000
0,60000,0.00002588,8311.74902344,1.00000000,1.00000000,1.00000000,0.00000060,0.00005116,0.00000000,0.00000000
0,60500,0.00002562,8322.01855469,1.00000000,1.00000000,1.00000000,0.00000060,0.00005064,0.00000000,0.00000000
0,61000,0.00002536,8332.14160156,1.00000000,1.00000000,1.00000000,0.00000059,0.00005014,0.00000000,0.00000000
0,61500,0.00002511,8342.15234375,1.00000000,1.00000000,1.00000000,0.00000058,0.00004964,0.00000000,0.00000000
0,62000,0.00002487,8352.02441406,1.00000000,1.00000000,1.00000000,0.00000058,0.00004917,0.00000000,0.00000000
0,62500,0.00002463,8361.77148438,1.00000000,1.00000000,1.00000000,0.00000057,0.00004869,0.00000000,0.00000000
0,63000,0.00002439,8371.40722656,1.00000000,1.00000000,1.00000000,0.00000056,0.00004822,0.00000000,0.00000000
0,63500,0.00002416,8380.91992188,1.00000000,1.00000000,1.00000000,0.00000055,0.00004777,0.00000000,0.00000000
0,64000,0.00002394,8390.32910156,1.00000000,1.00000000,1.00000000,0.00000055,0.00004733,0.00000000,0.00000000
0,64500,0.00002372,8399.65234375,1.00000000,1.00000000,1.00000000,0.00000054,0.00004690,0.00000000,0.00000000
0,65000,0.00002350,8408.82421875,1.00000000,1.00000000,1.00000000,0.00000053,0.00004646,0.00000000,0.00000000
0,65500,0.00002329,8417.88867188,1.00000000,1.00000000,1.00000000,0.00000053,0.00004605,0.00000000,0.00000000
0,66000,0.00002309,8426.83984375,1.00000000,1.00000000,1.00000000,0.00000052,0.00004566,0.00000000,0.00000000
0,66500,0.00002289,8435.69726562,1.00000000,1.00000000,1.00000000,0.00000051,0.00004526,0.00000000,0.00000000
0,67000,0.00002269,8444.41601562,1.00000000,1.00000000,1.00000000,0.00000051,0.00004487,0.00000000,0.00000000
0,67500,0.00002249,8453.05664062,1.00000000,1.00000000,1.00000000,0.00000050,0.00004449,0.00000000,0.00000000
0,68000,0.00002231,8461.58007812,1.00000000,1.00000000,1.00000000,0.00000050,0.00004411,0.00000000,0.00000000
0,68500,0.00002212,8470.01953125,1.00000000,1.00000000,1.00000000,0.00000049,0.00004375,0.00000000,0.00000000
0,69000,0.00002194,8478.34960938,1.00000000,1.00000000,1.00000000,0.00000049,0.00004339,0.00000000,0.00000000
0,69500,0.00002176,8486.62988281,1.00000000,1.00000000,1.00000000,0.00000048,0.00004303,0.00000000,0.00000000
0,69999,0.00002158,8494.74023438,1.00000000,1.00000000,1.00000000,0.00000048,0.00004269,0.00000000,0.00000000
